id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22788839,2 rooms in the Plateau,58997870,Isabelle,,Le Plateau-Mont-Royal,45.53995,-73.57932,Entire home/apt,65,15,0,,,1,0,0,
22794836,Warm apartment with view on the stadium,168215469,Stéphane Et Janie,,Mercier-Hochelaga-Maisonneuve,45.55665,-73.54898,Entire home/apt,95,30,50,2019-06-02,1.19,1,265,0,
22796883,Happy cozy NDG nest!,18088890,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47814,-73.62867,Entire home/apt,45,10,30,2020-03-06,0.86,1,0,0,
22809175,Charming 3 1/2 close to Downtown Montreal,13568650,Maria,,Verdun,45.45342,-73.5504,Entire home/apt,60,1,15,2018-09-02,0.33,1,0,0,
22810838,STYLISH DOUBLE ROOM-Double bed with working space.,16530533,Clara,,Rosemont-La Petite-Patrie,45.54234,-73.60645,Private room,41,1,35,2019-09-30,0.81,2,0,0,
22824783,Chaleur d’une nuit,168651969,Monique M.,,Mercier-Hochelaga-Maisonneuve,45.55925,-73.54655,Entire home/apt,30,1,3,2018-01-28,0.07,2,0,0,
22827279,grande maison PARFAITE pour la famille,5523298,Marie,,Rosemont-La Petite-Patrie,45.55367,-73.58536,Entire home/apt,200,31,2,2020-01-02,0.11,1,362,0,
22832513,Apartment in downtown Montreal,85144478,Carla,,Ville-Marie,45.49683,-73.58058,Entire home/apt,65,2,13,2018-09-07,0.34,1,0,0,
22833197,Montreal Downtown 3 bedroom with free parking☕️🍽,80972215,Anda,,Ville-Marie,45.49303,-73.58326,Entire home/apt,155,2,80,2019-07-31,1.98,6,49,25,
22842038,Maison de luxe au cœur de montréal,23662558,Sandrine,,Verdun,45.44623,-73.57378,Entire home/apt,150,7,1,2018-03-26,0.02,1,0,0,
22842126,"""The Ultimate Getaway!!",168889807,Jay & Kimberly,,Dollard-des-Ormeaux,45.49106,-73.79652,Entire home/apt,115,32,55,2019-12-27,1.40,2,165,2,
22855855,Penthouse in the heart of Plateau Mont-Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.51978,-73.57858,Entire home/apt,156,2,190,2021-09-19,4.39,45,113,38,
22856713,Bright apt with terraces - Plateau Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.52784,-73.59068,Entire home/apt,129,32,132,2021-07-16,3.00,45,119,7,
22858138,Beautiful modern appt - Plateau Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.5188,-73.5798,Entire home/apt,131,2,145,2021-08-20,3.62,45,118,20,
22858645,Magnificent duplex in the heart of Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.51947,-73.57862,Entire home/apt,142,3,135,2021-09-27,3.47,45,88,15,
22859725,Paradis : maison rénovée - jardin - Rosemont,169091924,Françoise,,Rosemont-La Petite-Patrie,45.55101,-73.58957,Entire home/apt,290,10,0,,,1,0,0,
22862753,MONTREAL DOWNTOWN STUDIO APARTMENT15,1132399,Unal,,Ville-Marie,45.53216,-73.56205,Entire home/apt,41,31,14,2020-03-31,0.35,27,105,1,
22863160,Listings  DOWNTOWN MONTREAL STUDIO APARTMENT A14A,1132399,Unal,,Ville-Marie,45.53216,-73.56205,Entire home/apt,39,31,16,2021-01-08,0.43,27,105,2,
22864477,Beautiful Prince Arthur Apartment,4510175,Erik,,Le Plateau-Mont-Royal,45.51096,-73.57537,Entire home/apt,26,1,5,2018-02-25,0.11,1,0,0,
22865570,Charmant appartement - Plateau Montréal,119916209,Pierre-Louis,,Le Plateau-Mont-Royal,45.519,-73.5826,Entire home/apt,71,2,7,2018-08-05,0.16,1,0,0,
22877736,Cozy apartment (Claudette) - Plateau Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.53393,-73.57299,Entire home/apt,110,3,94,2019-08-19,2.11,45,0,0,
22882659,Beautiful and new apt - Montreal city center,292507076,Luckey,,Le Plateau-Mont-Royal,45.51941,-73.57678,Entire home/apt,115,2,121,2021-09-08,2.88,45,184,23,
22883413,Two Floor Loft In The Plateau,39080169,Jeff,,Le Plateau-Mont-Royal,45.53362,-73.58447,Entire home/apt,300,2,38,2021-09-27,0.89,1,74,1,
22884993,"⭐⭐⭐⭐⭐ GORGEOUS 2 BEDROOM CONDO, FREE PARKING ⭐⭐⭐⭐⭐",31309796,Phil.,,Lachine,45.43751,-73.66919,Entire home/apt,37,1,197,2021-09-29,4.85,3,6,42,
22887654,Pleasant and spacious apt - Villeray neighborhood,292507076,Luckey,,Villeray-Saint-Michel-Parc-Extension,45.5441,-73.61755,Entire home/apt,273,3,23,2019-08-12,0.72,45,105,0,
22888765,Home in Montreal,169398261,Orly,,Côte-Saint-Luc,45.46557,-73.66345,Entire home/apt,154,3,1,2018-08-07,0.03,1,0,0,
22893842,HUGE 4BR Heart of Monkland/Metro*2xPrivate Parking,70013660,Desmond,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47546,-73.62162,Entire home/apt,119,2,8,2019-06-07,0.32,3,74,0,
22902114,Grande chambre au Mile End,84590042,Sonia,,Le Plateau-Mont-Royal,45.52593,-73.6057,Private room,25,1,0,,,1,0,0,
22902758,Immense appartement,169523058,Gabrielle,,Rosemont-La Petite-Patrie,45.55335,-73.56527,Entire home/apt,100,3,17,2018-09-02,0.43,1,0,0,
22909660,Chambre confortable au dessus du parc Laurier.,5627950,Yoan,,Rosemont-La Petite-Patrie,45.53385,-73.5931,Private room,26,1,9,2018-08-20,0.23,1,0,0,
22920980,Bright and Cozy in Mile End,9648690,Matus,,Outremont,45.52114,-73.60242,Entire home/apt,75,1,0,,,1,0,0,
22922164,NEW Beautiful and bright apartment in the Plateau,424393,Beings Of Leisure,,Le Plateau-Mont-Royal,45.52364,-73.57733,Entire home/apt,85,31,36,2019-06-23,1.13,1,133,4,
22923293,Appartement idéal pour rester connecté à Montréal.,94211165,Dorcas,,Ahuntsic-Cartierville,45.57476,-73.65828,Entire home/apt,25,1,14,2018-05-26,0.33,1,0,0,
22923322,Cozy Rustic Apartment in the heart of the Mile End,10365405,Lumi,,Le Plateau-Mont-Royal,45.52113,-73.59676,Entire home/apt,95,2,7,2018-11-11,0.16,1,0,0,
22924499,4BR Duplex in Le Plateau - Free Parking included,169739990,Clemence,,Ville-Marie,45.52422,-73.55826,Entire home/apt,89,3,36,2021-01-23,2.31,1,11,1,
22937442,Grand appartement tout confort. 1 Chambre,86510506,Arno,,Verdun,45.45158,-73.57311,Private room,40,1,34,2019-11-16,0.76,1,0,0,
22951186,Modern chic in Downtown Montreal with parking,33498831,Jenny,,Ville-Marie,45.51172,-73.56171,Entire home/apt,156,1,257,2021-09-25,5.82,2,126,44,
22956292,Authentique chambre étudiante,37628834,Cyrille,,Ville-Marie,45.53592,-73.5572,Private room,19,19,0,,,1,0,0,
22959534,Best location one bedroom downtown apartment,45588319,Wu,,Ville-Marie,45.49421,-73.58368,Entire home/apt,41,1,0,,,1,0,0,
22967813,Mountain Place,59052423,Aliaa,,Ville-Marie,45.50054,-73.58042,Entire home/apt,55,1,12,2018-03-24,0.27,1,0,0,
22978240,Little GraceLang in Montreal,168456164,Alex,,Anjou,45.6043,-73.578,Private room,45,1,4,2019-09-22,0.10,1,0,0,
22979955,Studio,145237912,Émie,,Rosemont-La Petite-Patrie,45.55554,-73.57202,Entire home/apt,37,1,0,,,1,0,0,
22980482,Belle chambre privée dans maison particulière.,12095333,Massimo Et Jean-Christophe,,Ville-Marie,45.51929,-73.55519,Private room,70,2,41,2019-08-25,1.00,1,0,0,
22981172,Cosy room 1 min away from the metro,141252762,Yu,,Villeray-Saint-Michel-Parc-Extension,45.55052,-73.60489,Private room,28,2,1,2018-02-03,0.02,1,0,0,
22981534,Spacious and well-lit room 4min walk from Beaubien,96692339,Rafaella,,Rosemont-La Petite-Patrie,45.53751,-73.60269,Private room,30,2,0,,,1,0,0,
22982487,M.i.A Service Apartment,164865145,MiA Service Apartments,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50258,-73.63068,Entire home/apt,50,1,3,2018-03-18,0.07,1,0,0,
22983830,Maison entière,170224557,Nathalie,,Mercier-Hochelaga-Maisonneuve,45.61166,-73.52012,Entire home/apt,157,2,1,2018-05-24,0.02,1,0,0,
22984204,Luxury loft in the heart of Montreal,170429085,Peter,,Ville-Marie,45.51008,-73.56075,Entire home/apt,60,28,105,2020-07-29,2.38,1,196,3,
22984786,La maison de Flavie,15956387,Mathieu,,Rosemont-La Petite-Patrie,45.55243,-73.57708,Entire home/apt,300,3,5,2019-06-10,0.13,1,235,0,
22985697,LONG STAY 2500$/mo 3 bed house with pool & A/C,42164766,Catherine,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.45882,-73.65347,Entire home/apt,84,30,0,,,1,135,0,
22986055,Private room for 1 or 2 guests,170408445,Marwen,,Villeray-Saint-Michel-Parc-Extension,45.56477,-73.58853,Private room,32,1,0,,,1,0,0,
22986188,"Tranquille! Près du marché Jean Talon, 1er étage.",4621118,Josée,,Villeray-Saint-Michel-Parc-Extension,45.54211,-73.61915,Entire home/apt,105,31,25,2021-09-12,0.59,3,216,7,
22986634,ORO,170462652,Margot,,Ville-Marie,45.51614,-73.56525,Entire home/apt,200,1,0,,,1,0,0,
22988254,"Quiet, sunny, renovated condo close to downtown",83827347,Laura,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49381,-73.61178,Entire home/apt,83,60,9,2021-04-30,0.30,1,212,4,
22998529,Dtown Urban Condo -Monthly Rental,111294431,Magdalina,,Ville-Marie,45.49696,-73.56939,Entire home/apt,82,32,3,2021-09-11,0.13,37,84,2,
22999129,Montreal's paradise,170582218,Wassim,,Villeray-Saint-Michel-Parc-Extension,45.55096,-73.60828,Private room,28,3,10,2018-05-13,0.24,1,0,0,
23000684,Le Petit Salon du Parc Lafontaine,28293382,Gaétan,,Le Plateau-Mont-Royal,45.52201,-73.57054,Entire home/apt,35,31,60,2020-01-04,1.37,5,0,0,
23001557,Historic St. Henri – Sunny Serenity  (900 sq ft),10250552,Alannah,,Le Sud-Ouest,45.48037,-73.58756,Entire home/apt,75,56,42,2021-09-19,1.02,1,62,6,
23001573,Charmant appartement dans un quartier branché,170448868,Nathalie,,Le Plateau-Mont-Royal,45.53175,-73.56657,Entire home/apt,45,15,0,,,1,0,0,
23005155,Bright & Cozy Sanctuary in the heart of Verdun,8428201,Claire,,Verdun,45.4621,-73.56894,Entire home/apt,56,2,7,2018-08-02,0.16,1,0,0,
23005889,Cozy and bright bedroom next to Fairview mall,154499739,Natalia,,Pointe-Claire,45.46615,-73.83595,Private room,40,7,125,2019-09-02,2.85,3,101,4,
23013116,Charming room with balcony-dreamy location,39975481,Michel P. & Lupita,,Ville-Marie,45.52221,-73.55956,Private room,85,2,27,2019-10-12,0.62,4,196,0,
23020120,Appartement entier/entire flat - 200$/wk- february,18095034,Alice,,Rosemont-La Petite-Patrie,45.5479,-73.59125,Entire home/apt,30,6,1,2018-02-05,0.02,1,0,0,
23024970,"Perfectly-Located, Modern Condo",121123696,Roa,,Ville-Marie,45.51156,-73.56618,Entire home/apt,68,1,4,2018-03-11,0.09,1,0,0,
23038438,Heart of Plateau studio,53626188,Loïc,,Le Plateau-Mont-Royal,45.52847,-73.57646,Entire home/apt,50,1,0,,,1,0,0,
23042265,Le Studio n°2 du Parc Lafontaine,28293382,Gaétan,,Le Plateau-Mont-Royal,45.52157,-73.56828,Entire home/apt,34,31,58,2019-10-22,1.34,5,0,0,
23045056,Rustic Gem In the heart of Old Montreal,11206990,Sam,,Ville-Marie,45.50476,-73.5538,Entire home/apt,167,2,135,2021-09-22,3.57,10,319,14,
23053087,Artist’s 3rd floor nest,26533127,Paul,,Le Sud-Ouest,45.47382,-73.58743,Private room,50,2,0,,,1,0,0,
23053892,Corporate Stays | Le 400 | Luxurious 1BR,38459934,Corporate Stays,,Ville-Marie,45.50664,-73.57192,Entire home/apt,140,30,1,2018-08-27,0.03,140,0,0,
23055333,"Suite 103: Plateau central, 3 queen beds, A/C, open concept!",24290215,Mtl Vacation Rentals,,Le Plateau-Mont-Royal,45.52758,-73.57812,Entire home/apt,174,2,46,2021-09-27,1.06,15,124,9,
23085238,"Appartement entier, moderne et chaleureux,Montréal",15356177,Violaine,,Mercier-Hochelaga-Maisonneuve,45.54138,-73.53755,Entire home/apt,98,2,86,2019-03-31,2.00,2,0,0,
23089000,1 Bedroom condo in Downtown Montreal,10836138,Amine,,Ville-Marie,45.49611,-73.57089,Entire home/apt,200,85,2,2019-06-07,0.06,10,297,0,
23090253,AMAZING GROUND FLOOR - Courtyard - 95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52043,-73.57362,Entire home/apt,834,1,50,2021-10-08,1.42,13,140,8,CITQ # 296525
23090661,Sunny bedroom! Live w 4 other students. Close UdeM,17047853,Daniela,,Villeray-Saint-Michel-Parc-Extension,45.52742,-73.62599,Private room,20,28,2,2019-03-31,0.05,9,1,0,
23090715,CENTRAL LOCATION - Sunny Terrace - 95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.51901,-73.57221,Entire home/apt,800,1,49,2020-03-17,1.39,13,99,2,CITQ # 296525
23093661,Resedence Allard,162415898,Fred,,Le Sud-Ouest,45.44905,-73.59897,Private room,44,3,0,,,1,0,0,
23100355,Luxurious 3.5 apt in downtown Montreal,127774289,Sam,,Ville-Marie,45.50666,-73.56979,Entire home/apt,200,21,0,,,1,0,0,
23104623,Superb condo downtown MTL,171647497,Ricco,,Ville-Marie,45.51479,-73.56141,Entire home/apt,75,1,1,2018-02-15,0.02,1,0,0,
23106771,Chaleureux 5-1/2 en plein cœur du vieux Rosemont,103333999,Elise,,Rosemont-La Petite-Patrie,45.55389,-73.57757,Entire home/apt,69,3,0,,,1,0,0,
23107506,Chambre privée dans le quartier de Verdun,105613012,Léa,,Verdun,45.44602,-73.58135,Private room,20,1,1,2018-02-16,0.02,1,0,0,
23118331,Apartment for rent,171782302,Alaa,,Le Sud-Ouest,45.48623,-73.57622,Entire home/apt,31,14,0,,,1,0,0,
23138183,Magnifique appartement montreal,171958160,Teddy,,Ville-Marie,45.50089,-73.56656,Entire home/apt,99,1,1,2018-02-07,0.02,1,0,0,
23139878,Explore Montreal from Sleek Contemporary Apartment,487327,Louis,,Rosemont-La Petite-Patrie,45.53401,-73.61008,Entire home/apt,106,28,113,2021-10-08,2.70,59,117,21,
23143287,Beau petit appartement dans Outremont !,101216465,Thomas,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50985,-73.62823,Entire home/apt,25,4,7,2018-03-11,0.18,1,0,0,
23148549,1 room apartment in the heart of Jean talon market,48198240,Adriano,,Rosemont-La Petite-Patrie,45.5375,-73.61482,Entire home/apt,75,5,2,2018-04-07,0.05,2,0,0,
23149282,Edison Residence (single/min.35 nights) #6,172058803,Philippe,,Le Plateau-Mont-Royal,45.50794,-73.57601,Private room,35,35,2,2018-07-31,0.08,8,0,0,
23149707,@1377 Downtown Montreal/ Private & Charming Condo,126855320,Mishel,,Le Sud-Ouest,45.48245,-73.56651,Entire home/apt,70,31,148,2021-09-13,3.38,6,50,19,
23150815,@1385 Downtown Montreal/ Cosy & Private Apartment,126855320,Mishel,,Le Sud-Ouest,45.48131,-73.56659,Entire home/apt,65,3,119,2021-10-04,2.76,6,18,16,
23151033,Cozy Two-Bedroom in the Heart of the Plateau,1149654,Jessica,,Le Plateau-Mont-Royal,45.52423,-73.58757,Entire home/apt,187,32,9,2021-09-22,0.24,2,0,1,
23151500,Private studio near Vendôme station and downtown,158206599,Raha,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47639,-73.60764,Entire home/apt,45,1,8,2018-03-21,0.27,1,0,0,
23160377,"Cozy, Spacious Downtown Apartment",172160081,Peter,,Ville-Marie,45.49555,-73.58248,Entire home/apt,59,30,77,2020-12-24,2.13,1,270,3,
23164221,Unique in the area.  Nature in the city!,5869272,Gabrielle,,Ahuntsic-Cartierville,45.56718,-73.65298,Entire home/apt,48,14,0,,,1,0,0,
23167219,Cozy apartment in the heart of The Plateau,49422784,Laura,,Le Plateau-Mont-Royal,45.51203,-73.57313,Private room,76,2,1,2018-06-24,0.02,1,0,0,
23180357,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49562,-73.58225,Entire home/apt,65,32,18,2020-07-18,0.43,74,322,7,
23201649,Beautiful 2 bdr apartment near OldPort and DT!,33121677,Moh,,Le Sud-Ouest,45.48152,-73.55113,Entire home/apt,70,90,4,2018-04-02,0.09,1,88,0,
23202960,"Quiet, Comfortable & spatious bedroom bernard av.",38982612,Egée,,Outremont,45.51995,-73.60996,Private room,30,4,1,2018-02-27,0.02,1,0,0,
23205770,Modern & Luxurious Downtown Loft Parking Available,7091387,Sacha,,Ville-Marie,45.50401,-73.56235,Entire home/apt,203,2,290,2021-10-10,6.89,1,244,52,
23214325,Plateau summer spot,172644976,Kathy,,Le Plateau-Mont-Royal,45.53109,-73.58934,Entire home/apt,80,12,9,2021-08-14,0.35,1,0,2,
23218344,Luxury Condo 2 Bedroom/2 Bathroom,123229817,Linda,,Ville-Marie,45.49556,-73.57136,Entire home/apt,186,28,11,2018-07-14,0.25,1,326,1,
23220258,Spacious & modern apt (Le Bleu) in the Plateau,156930047,José,,Le Plateau-Mont-Royal,45.52908,-73.5811,Entire home/apt,91,2,118,2020-03-05,2.81,3,0,14,
23221751,Cozy 2BR Aprtmt near downtown/Plateau CITQ#299582,91549951,Tanguy & Uriel,,Ville-Marie,45.53797,-73.55856,Entire home/apt,129,2,126,2021-10-03,3.27,1,17,30,299582
23222137,•HIGH END•  Bell Center Condo DTown Montreal,57283693,Yankhob,,Ville-Marie,45.49593,-73.56914,Entire home/apt,199,15,12,2018-07-08,0.29,3,92,0,
23230540,Douce nuit,168651969,Monique M.,,Mercier-Hochelaga-Maisonneuve,45.55935,-73.54786,Entire home/apt,38,1,0,,,2,0,0,
23231464,Beau grand 5 1/2 vue sur les 2 cotés,67718745,Abdelkader,,Ahuntsic-Cartierville,45.52891,-73.71153,Entire home/apt,100,60,0,,,1,0,0,
23231764,Condo idéalement situé sur Le Plateau,21715461,Soumaya,,Le Plateau-Mont-Royal,45.52965,-73.594,Entire home/apt,140,180,1,2019-10-01,0.04,1,364,0,
23232092,Studio Apartment in downtown (McGill area),172853138,Jim,,Le Plateau-Mont-Royal,45.50586,-73.57316,Entire home/apt,36,28,40,2019-09-01,1.39,1,272,9,
23233987,Grand appartement près du marché Jean Talon,31998604,Julie,,Villeray-Saint-Michel-Parc-Extension,45.54135,-73.62382,Entire home/apt,150,4,4,2018-07-18,0.10,1,0,0,
23234611,Basement studio with private entrance and garden,1025518,Christian,,Le Plateau-Mont-Royal,45.53037,-73.58344,Entire home/apt,69,3,28,2021-09-21,0.72,2,323,3,306474
23246572,Chambre chaleureuse rue Beaubien,44385885,Léonie,,Rosemont-La Petite-Patrie,45.54244,-73.59693,Private room,15,3,2,2018-02-25,0.05,1,0,0,
23255702,Beautiful bedroom Montreal downtown,44869259,Carole,,Le Plateau-Mont-Royal,45.53191,-73.57402,Private room,31,1,14,2018-04-29,0.32,2,0,0,
23256275,"Le gîte Sainte-Catherine, Wifi fibre optique",10234639,Gerald,,Mercier-Hochelaga-Maisonneuve,45.5574,-73.53028,Entire home/apt,50,3,3,2018-12-08,0.09,1,0,0,
23272206,U-NiQUe !                “ 3 to 4 people ”,78642540,Madina,,LaSalle,45.44297,-73.61277,Entire home/apt,100,31,6,2018-08-06,0.15,1,0,0,
23272839,STUNNING top floor 2 bedrooms close to  DOWNTOWN,68135248,Felix,,Ville-Marie,45.53159,-73.55479,Entire home/apt,89,2,110,2019-10-08,2.49,4,0,0,
23275462,Nice little and cozy room!,173265364,Véronique,,Ville-Marie,45.52886,-73.56115,Private room,20,1,4,2018-03-26,0.10,1,0,0,
23276070,"Spacious room, Côtes-des-Neiges, metro Snowden",171857112,Julien,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48768,-73.62361,Private room,24,1,2,2018-03-30,0.05,1,0,0,
23276585,chambre dans agréable colocation jean talon,44094627,Jeanne,,Rosemont-La Petite-Patrie,45.54315,-73.60895,Shared room,20,1,1,2018-02-24,0.02,1,0,0,
23277110,chambre dans appartement ensoleillé Petite Italie,173279278,V,,Rosemont-La Petite-Patrie,45.53401,-73.60995,Private room,40,4,7,2018-09-25,0.17,1,0,0,
23285210,Great location - Center of the City,454467,Stephane,,Outremont,45.51562,-73.59173,Entire home/apt,145,50,0,,,1,363,0,
23287008,"Chambre lit double tout équipé, Hochelaga.",173359039,Anne,,Mercier-Hochelaga-Maisonneuve,45.54797,-73.53512,Private room,20,1,1,2018-02-24,0.02,1,0,0,
23287054,Beautiful small apartment in Plateau Mont Royal,79121268,Abderrahmen,,Le Plateau-Mont-Royal,45.51794,-73.5764,Entire home/apt,32,7,1,2018-03-19,0.02,1,0,0,
23290297,Champart 1D Student International Housing Share,17047853,Daniela,,Villeray-Saint-Michel-Parc-Extension,45.52803,-73.62895,Private room,20,28,1,2019-12-10,0.04,9,105,0,
23291155,PENTHOUSE DOWNTOWN MONTREAL 1BEST LOCATION HIGHEND,7250257,Stewie,,Le Plateau-Mont-Royal,45.51785,-73.58382,Entire home/apt,2000,1,29,2020-09-04,0.66,10,35,4,
23291418,room in a lovely flat—vivez sur le beat du Plateau,94022686,Ian,,Le Plateau-Mont-Royal,45.52359,-73.58485,Private room,40,3,28,2019-12-30,0.68,2,286,0,
23300796,Perfect family home near the Olympic Park & subwa,173489639,Patrick,,Mercier-Hochelaga-Maisonneuve,45.5558,-73.55036,Entire home/apt,214,3,5,2019-08-06,0.13,1,0,0,
23306619,Quiet room with 2 bikes + private balcony,7223348,Jason,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49266,-73.6284,Private room,25,31,21,2020-02-29,0.66,8,170,3,
23307716,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49746,-73.58341,Entire home/apt,55,32,8,2021-04-30,4.14,74,303,5,
23310304,Chambre sur le plateau - proche métro,9919033,Etienne,,Le Plateau-Mont-Royal,45.51846,-73.56878,Private room,23,7,0,,,1,0,0,
23318407,mtl charming apt near river and metro,137301008,Pascale,,Verdun,45.45638,-73.56645,Entire home/apt,120,2,2,2018-04-15,0.05,1,0,0,
23320314,PRIVATE ROOFTOP TERRACE  - 95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52078,-73.57358,Entire home/apt,899,1,79,2020-03-02,2.40,13,91,2,CITQ # 296525
23322526,A cute 1 bedroom apartment,12146962,Sidharthan,,Villeray-Saint-Michel-Parc-Extension,45.52944,-73.62046,Private room,30,2,0,,,1,0,0,
23323154,Condo au coeur du Plateau Mont-Royal,18144699,Yves,,Le Plateau-Mont-Royal,45.5308,-73.57237,Entire home/apt,70,7,3,2018-08-11,0.08,2,0,0,
23323574,Brand New Downtown/Old Port condo train station,147943917,Pierre-Olivier,,Le Sud-Ouest,45.49234,-73.55552,Shared room,34,1,0,,,1,0,0,
23325747,Brand New! Luxury 2 Story Condo Mile End,58076590,Berish,,Le Plateau-Mont-Royal,45.5244,-73.60689,Entire home/apt,240,1,89,2021-08-11,2.71,25,147,4,
23326909,Spectacular Family-Friendly Condo w/ Nice Garden,4706046,Nicolas,,Le Plateau-Mont-Royal,45.52401,-73.60502,Entire home/apt,230,4,7,2019-09-17,0.16,2,0,0,
23340355,Appartement 4.5 à louer à Montréal,136417882,Salah,,Villeray-Saint-Michel-Parc-Extension,45.5484,-73.61216,Entire home/apt,50,2,10,2018-04-16,0.25,1,0,0,
23340428,Room in a 4.5 appartment  (frontenac station ),162188808,Dima,,Ville-Marie,45.53499,-73.55382,Private room,25,1,0,,,1,0,0,
23340943,Urban Studio (downtown /  Lafontaine park),173866552,Rachel,,Ville-Marie,45.52802,-73.56373,Entire home/apt,93,3,76,2021-08-29,1.80,1,0,14,
23343575,"Maison 3CH, 2SDB, Clim, terrasse, BBQ, Plateau M-R",5522885,Geneviève,,Le Plateau-Mont-Royal,45.53162,-73.5723,Entire home/apt,225,2,16,2019-08-03,0.41,1,70,0,
23344076,Cottage with garden in the heart of the city,11015271,Benoit,,Le Sud-Ouest,45.47222,-73.58729,Entire home/apt,100,7,1,2018-05-08,0.02,1,0,0,
23351995,Bel apartement sur le plateau,173994124,Jean,,Ville-Marie,45.50248,-73.56792,Entire home/apt,75,1,1,2018-03-12,0.02,1,0,0,
23352948,Our 3 BR Earthy Downtown Apartment,67525527,Elena,,Ville-Marie,45.50356,-73.58294,Entire home/apt,349,3,23,2019-10-13,0.58,1,105,0,
23353293,Rustic Old Port Apartment On Canal With Terrace,44020326,Sandy,,Ville-Marie,45.49715,-73.55309,Entire home/apt,229,3,30,2020-02-16,1.01,1,345,1,
23353510,En plein cœur du quartier GAY,173894253,Lucien,,Ville-Marie,45.52015,-73.55509,Private room,75,1,6,2019-09-12,0.16,1,347,0,
23358649,Loft chez Sylvain CITQ #184380/ RP-10564,5544974,Sylvain,,Ville-Marie,45.51807,-73.55804,Entire home/apt,84,2,89,2021-09-16,2.28,1,202,18,
23368342,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49588,-73.58198,Entire home/apt,65,32,12,2018-11-30,0.36,74,346,5,
23374143,Trendy Little Italy 3 Bedroom Condo by Den Stays,487327,Louis,,Rosemont-La Petite-Patrie,45.53378,-73.61213,Entire home/apt,206,2,139,2021-10-09,3.37,59,0,31,
23376615,"Magnifique 3 1/2, terrasse, au Marché Jean-Talon",174246926,Marie-Philippe,,Rosemont-La Petite-Patrie,45.53795,-73.61426,Entire home/apt,60,2,7,2018-04-29,0.16,1,0,0,
23379497,LOVELY HOUSE,52456723,Bianca,,Ville-Marie,45.50063,-73.56607,Private room,35,1,0,,,1,0,0,
23380141,Studio near Concordia 6 month minimum with a lease,45775618,Mehdi,,Ville-Marie,45.49623,-73.5728,Entire home/apt,70,189,1,2019-05-01,0.03,2,286,0,
23388831,Bright & Spacious Bedroom near Downtown,5514853,Meagan,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46992,-73.61444,Private room,48,2,9,2018-11-10,0.21,2,0,0,
23397850,Cozy Home in a center of Montreal,64033909,Emmanuel,,Le Plateau-Mont-Royal,45.52174,-73.58914,Private room,47,3,25,2018-04-01,0.57,1,64,0,
23411447,Chambre privée 5 min du centre ville,174577211,Renaud,,Ville-Marie,45.53167,-73.55264,Private room,40,1,0,,,1,0,0,
23413383,Shared open room available in Plateau-Mont-Royal,174594077,Carmen,,Le Plateau-Mont-Royal,45.51962,-73.57772,Shared room,25,2,7,2018-08-06,0.16,1,0,0,
23415236,Grand appartement en face du parc Lafontaine,17197836,Victor,,Le Plateau-Mont-Royal,45.52928,-73.56778,Entire home/apt,50,2,2,2018-03-04,0.05,1,0,0,
23417867,2 bedroom apartment downton,87469802,Scott,,Ville-Marie,45.49752,-73.58163,Entire home/apt,150,10,0,,,1,0,0,
23418680,Chambre dans un 4 1/2 - Juin à Août - Jean Talon,12691575,Pierre-Louis,,Villeray-Saint-Michel-Parc-Extension,45.54065,-73.61747,Private room,19,10,2,2018-06-29,0.05,1,0,0,
23419492,adorably affordable accomodation,174652679,Vince,,Rosemont-La Petite-Patrie,45.53939,-73.59067,Entire home/apt,72,1,218,2021-09-22,4.92,1,196,59,
23427894,Monthly Studio apartment with parking in Verdun,119975235,Tara,,Verdun,45.46232,-73.57624,Entire home/apt,50,30,133,2020-10-31,3.09,2,191,2,
